climate,site_r,site,week,doy,plant_id,crown_height,N_spikes,spike_length,leaf_length,leaf_width,seed_mass,n_seeds,infl_mass,non_measured_plant_harvested,in_plot
intermediate,f,14,3,188,13,2.8,0,,2.4,1.5,,,,0,1
intermediate,f,14,3,188,14,5,0,,3.5,2.1,,,,0,1
intermediate,f,14,3,188,15,4.9,0,,7.5,4.3,,,,0,1
intermediate,f,14,3,200,1,6.9,0,,4.1,2.6,,,,0,1
intermediate,f,14,3,200,2,17.1,0,,10,3.5,,,,0,1
intermediate,f,14,3,200,3,14.4,0,,10.9,7.1,,,,0,1
intermediate,f,14,3,200,4,5.1,0,,3.8,2.1,,,,0,1
intermediate,f,14,3,200,5,41.2,2,,16.3,5.5,,,,0,1
intermediate,f,14,3,200,6,7.1,0,,10,7.5,,,,0,1
intermediate,f,14,3,200,7,18.6,0,,5.7,3.1,,,,0,1
intermediate,f,14,3,200,8,5.5,0,,8.1,4.5,,,,0,1
intermediate,f,14,3,200,9,7.7,0,,7.9,6.6,,,,0,1
intermediate,f,14,3,200,10,23.1,0,,5.1,2.3,,,,0,1
intermediate,f,14,3,200,11,12.6,0,,6.5,3,,,,0,1
intermediate,f,14,3,200,12,5.9,0,,4.1,1.9,,,,0,1
intermediate,f,14,3,200,13,3,0,,1.5,0.4,,,,0,1
intermediate,f,14,3,200,14,4.1,0,,2.6,1.5,,,,0,1
intermediate,f,14,3,200,15,4.3,0,,6.3,2.1,,,,0,1
intermediate,f,14,5,214,1,10.1,0,,5.1,2.3,,,,0,1
intermediate,f,14,5,214,2,26.5,0,,11.9,6.1,,,,0,1
intermediate,f,14,5,214,3,23.4,0,,12,7.5,,,,0,1
intermediate,f,14,5,214,4,7.5,0,,3.6,2.1,,,,0,1
intermediate,f,14,5,214,5,55.9,0,,9.8,8.1,,,,0,1
intermediate,f,14,5,214,6,15.5,0,,9.1,7.7,,,,0,1
intermediate,f,14,5,214,7,10.9,0,,2.3,1.2,,,,0,1
intermediate,f,14,5,214,8,4,0,,8.5,5.6,,,,0,1
intermediate,f,14,5,214,9,8.9,0,,8.6,4.5,,,,0,1
intermediate,f,14,5,214,10,27.4,0,,4.3,2.6,,,,0,1
intermediate,f,14,5,214,11,,0,,,,,,,0,1
intermediate,f,14,5,214,12,12.3,0,,,,,,,0,1
intermediate,f,14,5,214,13,,0,,,,,,,0,1
intermediate,f,14,5,214,14,4.1,0,,25,1.2,,,,0,1
intermediate,f,14,5,214,15,7,0,,7,3,,,,0,1
intermediate,f,14,7,229,1,20.2,3,2.5,7.3,4.3,,,,0,1
intermediate,f,14,7,229,2,46.3,6,13,15.4,6.1,,,,0,1
intermediate,f,14,7,229,3,46.2,8,9.3,12.4,8.2,,,,0,1
intermediate,f,14,7,229,4,20.2,3,4.3,4.9,3.7,,,,0,1
intermediate,f,14,7,229,5,76.1,32,15.6,13.1,8,,,,0,1
intermediate,f,14,7,229,6,40.1,14,18.3,10.7,7.2,,,,0,1
intermediate,f,14,7,229,7,31.6,3,5.4,6.8,2.4,,,,0,1
intermediate,f,14,7,229,8,27.5,7,4.5,7.5,5.7,,,,0,1
intermediate,f,14,7,229,9,26,9,3.7,7,5.2,,,,0,1
intermediate,f,14,7,229,10,40,4,4.7,6.2,4.5,,,,0,1
intermediate,f,14,7,229,11,,0,,,,,,,0,1
intermediate,f,14,7,229,12,,0,,,,,,,0,1
intermediate,f,14,7,229,13,,0,,,,,,,0,1
intermediate,f,14,7,229,14,17.2,1,3.7,8.6,4.7,,,,0,1
intermediate,f,14,7,229,15,7,0,4.7,6.2,4.5,,,,0,1
intermediate,f,14,9,242,1,26.3,3,6.8,4.4,1.4,,4,0.077,0,1
intermediate,f,14,9,242,2,47.9,12,15,13.4,5.7,0.116,,0.272,0,1
intermediate,f,14,9,242,3,50.9,7,15.4,15.2,3.7,0.069,,0.187,0,1
intermediate,f,14,9,242,4,28.4,2,9.8,6.5,3.1,,3,0.065,0,1
intermediate,f,14,9,242,5,84.5,35,21.6,8.3,6.3,0.56,,1.226,0,1
intermediate,f,14,9,242,6,43.2,13,20.7,11.1,7.4,0.151,,0.697,0,1
intermediate,f,14,9,242,7,39.4,3,10.3,7.4,2.6,,3,0.068,0,1
intermediate,f,14,9,242,8,13.5,7,7.1,4.6,3.1,0.023,,0.102,0,1
intermediate,f,14,9,242,9,33.5,9,10.4,7.6,4.4,,13,0.179,0,1
intermediate,f,14,9,242,10,48.4,4,10.7,4.4,2.5,,7,0.077,0,1
intermediate,f,14,9,242,11,,0,,,,,0,,0,1
intermediate,f,14,9,242,12,,0,,,,,0,,0,1
intermediate,f,14,9,242,13,,0,,,,,0,,0,1
intermediate,f,14,9,242,14,7.4,0,,1.8,1.2,,,,0,1
intermediate,f,14,9,242,15,22.4,2,4.5,8.3,3.3,,,,0,1
intermediate,f,14,9,242,10X,,,,,,0.314,,0.363,NA,NA
intermediate,f,14,9,242,11x,47.4,15,8.1,12.2,3.5,,6,0.142,1,1
intermediate,f,14,9,242,12x,50,20,14.7,17.5,9.7,0.12,,0.349,1,1
intermediate,f,14,9,242,13x,68.3,9,12.4,14.8,5.4,0.257,,0.078,1,1
intermediate,g,15,2,174,1,14.5,0,,4.7,3.3,,,,0,1
intermediate,g,15,2,174,2,18.7,0,,6.3,4.5,,,,0,1
intermediate,g,15,2,174,3,14.5,0,,4.9,3.3,,,,0,1
intermediate,g,15,2,174,4,8.3,0,,5.2,2.7,,,,0,1
intermediate,g,15,2,174,5,9.2,0,,4.6,2.4,,,,0,1
intermediate,g,15,2,174,6,6.5,0,,4.2,2.3,,,,0,1
intermediate,g,15,2,174,7,2.3,0,,1.1,0.6,,,,0,1
intermediate,g,15,2,174,8,7.3,0,,2.4,1.3,,,,0,1
intermediate,g,15,2,174,9,5.7,0,,4.1,2.3,,,,0,1
intermediate,g,15,2,174,10,8.3,0,,2.9,1.6,,,,0,1
intermediate,g,15,2,174,11,6.8,0,,5.7,4.2,,,,0,1
intermediate,g,15,2,174,12,10.3,0,,5.2,4.5,,,,0,1
intermediate,g,15,2,174,13,6,0,,2.8,2.5,,,,0,1
intermediate,g,15,2,174,14,5,0,,4.1,1.6,,,,0,1
intermediate,g,15,2,174,15,2.5,0,,1,0.4,,,,0,1
intermediate,g,15,3,188,1,28.5,0,,5.8,4,,,,0,1
intermediate,g,15,3,188,2,38.5,0,,11.1,4.8,,,,0,1
intermediate,g,15,3,188,3,32.5,0,,4.8,4.2,,,,0,1
intermediate,g,15,3,188,4,19.3,0,,6.1,2.7,,,,0,1
intermediate,g,15,3,188,5,22,0,,6.5,3.2,,,,0,1
intermediate,g,15,3,188,6,12.4,0,,7.1,4,,,,0,1
intermediate,g,15,3,188,7,5.4,0,,1.4,1.1,,,,0,1
intermediate,g,15,3,188,8,9,0,,2.7,1.5,,,,0,1
intermediate,g,15,3,188,9,9.5,0,,6,3.2,,,,0,1
intermediate,g,15,3,188,10,7.2,0,,2.9,1,,,,0,1
intermediate,g,15,3,188,11,17.1,0,,6.8,4.8,,,,0,1
intermediate,g,15,3,188,12,20.2,0,,6.5,3.6,,,,0,1
intermediate,g,15,3,188,13,9.1,0,,3.4,3.6,,,,0,1
intermediate,g,15,3,188,14,9.5,0,,3.5,2,,,,0,1
intermediate,g,15,3,188,15,6.2,0,,2.1,1,,,,0,1
intermediate,g,15,3,200,1,33.5,0,,5.6,3.8,,,,0,1
intermediate,g,15,3,200,2,17.1,0,,2.4,1.8,,,,0,1
intermediate,g,15,3,200,3,49.1,1,,6.1,3,,,,0,1
intermediate,g,15,3,200,4,28.1,0,,7.5,4.4,,,,0,1
intermediate,g,15,3,200,5,33.5,1,,6.8,2.8,,,,0,1
intermediate,g,15,3,200,6,17.6,0,,5.6,2.4,,,,0,1
intermediate,g,15,3,200,7,8.5,0,,1.6,0.8,,,,0,1
intermediate,g,15,3,200,8,12.3,0,,2.6,1.6,,,,0,1
intermediate,g,15,3,200,9,14.5,0,,5.8,2.6,,,,0,1
intermediate,g,15,3,200,10,18.4,0,,3.2,1.8,,,,0,1
intermediate,g,15,3,200,11,25.6,0,,9,4.6,,,,0,1
intermediate,g,15,3,200,12,26.8,0,,6.5,4,,,,0,1
intermediate,g,15,3,200,13,13.8,0,,3.8,2.5,,,,0,1
intermediate,g,15,3,200,14,14.3,0,,3.7,1.8,,,,0,1
intermediate,g,15,3,200,15,11.8,0,,3.2,1.4,,,,0,1
intermediate,g,15,5,214,1,41,1,0.5,4.8,3.5,,,,0,1
intermediate,g,15,5,214,2,36.7,0,,7.5,4.5,,,,0,1
intermediate,g,15,5,214,3,64,4,3.1,5.1,4,,,,0,1
intermediate,g,15,5,214,4,42.1,5,1,9,5.7,,,,0,1
intermediate,g,15,5,214,5,11.5,3,1.5,7.4,3.6,,,,0,1
intermediate,g,15,5,214,6,28.7,5,0.9,7.1,3.2,,,,0,1
intermediate,g,15,5,214,7,11.2,0,,2.3,1,,,,0,1
intermediate,g,15,5,214,8,19.1,1,2,2.8,1.8,,,,0,1
intermediate,g,15,5,214,9,22.6,3,1.3,7.1,4.5,,,,0,1
intermediate,g,15,5,214,10,26,1,0.6,5.4,1,,,,0,1
intermediate,g,15,5,214,11,37.4,7,0.5,9.4,7.4,,,,0,1
intermediate,g,15,5,214,12,40.4,5,0.7,8.8,5.9,,,,0,1
intermediate,g,15,5,214,13,23.1,1,0.5,4.5,3.3,,,,0,1
intermediate,g,15,5,214,14,21.4,2,0.3,2.7,1.6,,,,0,1
intermediate,g,15,5,214,15,7.5,0,,2,1,,,,0,1
intermediate,g,15,7,230,1,63,3,5.7,6.3,5,,,,0,1
intermediate,g,15,7,230,2,90.8,9,17.7,7.9,5.8,,,,0,1
intermediate,g,15,7,230,3,85.8,5,18.2,6.1,4.2,,,,0,1
intermediate,g,15,7,230,4,77.1,8,13.2,9.5,6.7,,,,0,1
intermediate,g,15,7,230,5,65,3,16.4,7.5,4.2,,,,0,1
intermediate,g,15,7,230,6,53.6,9,12.9,7.9,4.4,,,,0,1
intermediate,g,15,7,230,7,19,0,,1.7,1.1,,,,0,1
intermediate,g,15,7,230,8,35.6,1,10.6,3.2,2,,,,0,1
intermediate,g,15,7,230,9,42.6,6,11.7,7.4,5.2,,,,0,1
intermediate,g,15,7,230,10,41.4,3,6.8,4.5,2.2,,,,0,1
intermediate,g,15,7,230,11,69.8,9,11,11.3,8.6,,,,0,1
intermediate,g,15,7,230,12,70,9,14.9,10.3,9.2,,,,0,1
intermediate,g,15,7,230,13,40.5,2,7.2,4.7,3.2,,,,0,1
intermediate,g,15,7,230,14,33.5,0,,4.5,2.6,,,,0,1
intermediate,g,15,7,230,15,12.7,0,,1.8,0.9,,,,0,1
intermediate,g,15,9,242,1,68,3,11.4,6.7,4.4,0.052,15,0.049,0,1
intermediate,g,15,9,242,2,60,4,6.5,8.5,4.4,0.014,8,0.033,0,1
intermediate,g,15,9,242,3,87.3,5,18.5,6,4.2,0.051,19,0.316,0,1
intermediate,g,15,9,242,4,84.2,25,20.3,10,5.3,0.265,139,1.36,0,1
intermediate,g,15,9,242,5,67.3,3,17.1,7.6,3.2,0.028,15,0.104,0,1
intermediate,g,15,9,242,6,57.3,9,15.3,2.9,3.7,0.065,23,0.275,0,1
intermediate,g,15,9,242,7,22.7,0,,2,1.1,0.01,6,0,0,1
intermediate,g,15,9,242,8,35.7,1,10.2,7,3.7,0.025,11,0.032,0,1
intermediate,g,15,9,242,9,47.5,6,17.2,7.4,5.1,0.152,50,0.356,0,1
intermediate,g,15,9,242,10,44.5,3,10,4.5,2.8,0.041,14,0.061,0,1
intermediate,g,15,9,242,11,65.5,14,16.6,11.1,8.2,0.14,41,0.459,0,1
intermediate,g,15,9,242,12,75.1,8,18.8,9.6,8.8,0.061,29,0.521,0,1
intermediate,g,15,9,242,13,46.8,3,12.6,5.7,4.2,0.016,7,0.049,0,1
intermediate,g,15,9,242,14,35.3,0,,4.5,2.6,0.018,8,0,0,1
intermediate,g,15,9,242,15,27.8,0,,2,1.7,,2,0,0,1
intermediate,h,16,2,181,1,16.8,0,,7.6,4.1,,,,0,1
intermediate,h,16,2,181,2,36.7,0,,8.8,3.8,,,,0,1
intermediate,h,16,2,181,3,32.6,0,,10,6.6,,,,0,1
intermediate,h,16,2,181,4,22.8,0,,6.6,3.8,,,,0,1
intermediate,h,16,2,181,5,43.2,0,,7.1,4,,,,0,1
intermediate,h,16,2,181,6,12.5,0,,9.8,6.3,,,,0,1
intermediate,h,16,2,181,7,25.4,0,,9.4,5,,,,0,1
intermediate,h,16,2,181,8,28.5,0,,10.5,5.7,,,,0,1
intermediate,h,16,2,181,9,40.8,0,,13.2,8.2,,,,0,1
intermediate,h,16,2,181,10,44.7,0,,19.6,13,,,,0,1
intermediate,h,16,2,181,11,39.5,0,,14.4,8,,,,0,1
intermediate,h,16,2,181,12,38.8,0,,12.5,7.2,,,,0,1
intermediate,h,16,2,181,13,28.4,0,,8.8,4.9,,,,0,1
intermediate,h,16,2,181,14,58.2,0,,15.6,8,,,,0,1
intermediate,h,16,2,181,15,58.5,0,,14.5,10.6,,,,0,1
intermediate,h,16,3,188,1,22.8,0,,8.2,4.5,,,,0,1
intermediate,h,16,3,188,2,43,0,,10.2,7,,,,0,1
intermediate,h,16,3,188,3,31.5,0,,10.5,5,,,,0,1
intermediate,h,16,3,188,4,27,0,,5.2,3.3,,,,0,1
intermediate,h,16,3,188,5,52.2,0,,9.1,6.5,,,,0,1
intermediate,h,16,3,188,6,15.2,0,,10,5.5,,,,0,1
intermediate,h,16,3,188,7,29.7,0,,12,5.4,,,,0,1
intermediate,h,16,3,188,8,30.9,0,,8.2,4.5,,,,0,1
intermediate,h,16,3,188,9,53,0,,12.3,8.1,,,,0,1
intermediate,h,16,3,188,10,54.2,0,,17.6,16.1,,,,0,1
intermediate,h,16,3,188,11,46.9,0,,12.5,9,,,,0,1
intermediate,h,16,3,188,12,36.1,0,,11,5.3,,,,0,1
intermediate,h,16,3,188,13,35.2,0,,7.9,5,,,,0,1
intermediate,h,16,3,188,14,33.4,0,,11.6,6.8,,,,0,1
intermediate,h,16,3,188,15,60.3,0,,12.5,11.1,,,,0,1
intermediate,h,16,3,199,1,27.2,0,,7.7,4.2,,,,0,1
intermediate,h,16,3,199,2,47.5,0,,6.9,5.3,,,,0,1
intermediate,h,16,3,199,3,50.6,1,,8.5,4.7,,,,0,1
intermediate,h,16,3,199,4,30.4,0,,6.1,2.7,,,,0,1
intermediate,h,16,3,199,5,51.4,4,,3.6,4.9,,,,0,1
intermediate,h,16,3,199,6,25.3,0,,11.6,9.5,,,,0,1
intermediate,h,16,3,199,7,33,0,,10.9,6.2,,,,0,1
intermediate,h,16,3,199,8,32.4,0,,8.6,3.2,,,,0,1
intermediate,h,16,3,199,9,61.3,8,,13.2,8.2,,,,0,1
intermediate,h,16,3,199,10,63.5,9,,16.3,11.8,,,,0,1
intermediate,h,16,3,199,11,49.1,1,,10.5,5.5,,,,0,1
intermediate,h,16,3,199,12,46.3,1,,8.2,4.2,,,,0,1
intermediate,h,16,3,199,13,36.6,1,,4.1,1.5,,,,0,1
intermediate,h,16,3,199,14,80.5,13,,10.7,5.7,,,,0,1
intermediate,h,16,3,199,15,63.3,9,,6.7,4.5,,,,0,1
intermediate,h,16,5,217,1,51.4,0,,10.1,6.1,,,,0,1
intermediate,h,16,5,217,2,62.5,0,,8.4,5.5,,,,0,1
intermediate,h,16,5,217,3,69.7,0,,8.4,7,,,,0,1
intermediate,h,16,5,217,4,43.3,0,,7.6,4.2,,,,0,1
intermediate,h,16,5,217,5,66.1,0,,9.3,6.1,,,,0,1
intermediate,h,16,5,217,6,55.1,0,,8.9,6.8,,,,0,1
intermediate,h,16,5,217,7,56.2,0,,7.2,7.6,,,,0,1
intermediate,h,16,5,217,8,41.3,0,,10.5,4.1,,,,0,1
intermediate,h,16,5,217,9,75.5,8,11.6,11.6,7.6,,,,0,1
intermediate,h,16,5,217,10,85.6,1,6.6,13.4,13.5,,,,0,1
intermediate,h,16,5,217,11,70.4,0,,9.6,5.9,,,,0,1
intermediate,h,16,5,217,12,9.5,0,,11,6.3,,,,0,1
intermediate,h,16,5,217,13,46,0,,8.1,4.6,,,,0,1
intermediate,h,16,5,217,14,32.1,3,8,13.4,7.4,,,,0,1
intermediate,h,16,5,217,15,68.6,0,,12.6,4.5,,,,0,1
intermediate,h,16,7,230,1,74,10,13.5,9.9,6.5,,,,0,1
intermediate,h,16,7,230,2,87.5,30,10.7,10.9,7.5,,,,0,1
intermediate,h,16,7,230,3,88.2,14,13.3,10,8.7,,,,0,1
intermediate,h,16,7,230,4,15.1,0,,,,,,,0,1
intermediate,h,16,7,230,5,86.8,7,11.3,10,7.5,,,,0,1
intermediate,h,16,7,230,6,74.8,79,11.6,12.1,9.5,,,,0,1
intermediate,h,16,7,230,7,74.4,24,13.3,11,5.2,,,,0,1
intermediate,h,16,7,230,8,60.7,7,13.5,9.5,7.4,,,,0,1
intermediate,h,16,7,230,9,94.9,63,16.7,14.4,7.5,,,,0,1
intermediate,h,16,7,230,10,101,232,19.1,19.2,15.9,,,,0,1
intermediate,h,16,7,230,11,88.9,25,21.5,13.9,8.2,,,,0,1
intermediate,h,16,7,230,12,92.5,11,21,12.5,6.8,,,,0,1
intermediate,h,16,7,230,13,69.5,9,13.4,8.8,6.2,,,,0,1
intermediate,h,16,7,230,14,91.5,48,16.7,12.7,6.8,,,,0,1
intermediate,h,16,7,230,15,88.2,80,17.3,15,9.2,,,,0,1
intermediate,h,16,9,245,1,77.1,12,20.4,10.5,6.7,0.047,40,0.253,0,1
intermediate,h,16,9,245,2,91.2,36,17.3,9.6,7.6,0.269,144,0.726,0,1
intermediate,h,16,9,245,3,90.3,25,14.7,10.7,8.5,0.187,81,0.747,0,1
intermediate,h,16,9,245,4,71,3,14.2,7.4,5.8,0.049,21,0.049,0,1
intermediate,h,16,9,245,5,78.9,9,11.5,9.5,6.7,0.223,101,0.241,0,1
intermediate,h,16,9,245,6,74.5,81,11.3,10.5,7.9,1.564,598,2.138,0,1
intermediate,h,16,9,245,7,78,25,16.8,11.5,5,0.22,101,0.645,0,1
intermediate,h,16,9,245,8,60.7,6,14.4,8.2,6.2,0.045,20,0.085,0,1
intermediate,h,16,9,245,9,87.2,74,17,12.4,7.9,2.346,507,2.979,0,1
intermediate,h,16,9,245,10,102.7,271,20.2,17.9,13.5,3.18,,6.611,0,1
intermediate,h,16,9,245,11,91.6,31,20.7,13.5,9.5,0.423,130,1.333,0,1
intermediate,h,16,9,245,12,91.2,14,20.8,11.7,9.2,0.555,178,0.685,0,1
intermediate,h,16,9,245,13,93.8,11,21.7,11,8.4,0.135,28,0.388,0,1
intermediate,h,16,9,245,14,90,59,13.7,10.3,5.2,1.851,502,1.689,0,1
intermediate,h,16,9,245,15,88.1,101,17.6,13.6,9.7,1.209,429,2.981,0,1
warm,a,17,2,187,1,49.3,0,,13.6,6.6,,,,0,1
warm,a,17,2,187,2,31.5,0,,8.3,3.9,,,,0,1
warm,a,17,2,187,3,17.5,0,,4.1,3.1,,,,0,1
warm,a,17,2,187,4,25.9,0,,7,3.2,,,,0,1
warm,a,17,2,187,5,23.6,0,,9,5.1,,,,0,1
warm,a,17,2,187,6,37.1,0,,14.5,8.7,,,,0,1
warm,a,17,2,187,7,38.2,0,,8.4,4.6,,,,0,1
warm,a,17,2,187,8,31,0,,6.5,2.5,,,,0,1
warm,a,17,2,187,9,34.5,0,,6.6,4.6,,,,0,1
warm,a,17,2,187,10,38.7,0,,7.5,4,,,,0,1
warm,a,17,2,187,11,17.5,0,,5,2.8,,,,0,1
warm,a,17,2,187,12,27.5,0,,9.6,5.7,,,,0,1
warm,a,17,2,187,13,34,0,,14.1,8.5,,,,0,1
warm,a,17,2,187,14,27,0,,6.6,1.1,,,,0,1
warm,a,17,2,187,15,1.5,0,,5.5,2.3,,,,0,1
warm,a,17,3,200,1,55.2,0,,12.9,7.1,,,,0,1
warm,a,17,3,200,2,34.4,0,,6.1,2.8,,,,0,1
warm,a,17,3,200,3,19.6,0,,4.1,1.5,,,,0,1
warm,a,17,3,200,4,29.8,0,,5.4,2.8,,,,0,1
warm,a,17,3,200,5,57.8,0,,12.5,7.6,,,,0,1
warm,a,17,3,200,6,54.1,0,,12.1,4.4,,,,0,1
warm,a,17,3,200,7,40.9,0,,9.4,3.7,,,,0,1
warm,a,17,3,200,8,49.3,0,,6.4,3.6,,,,0,1
warm,a,17,3,200,9,38.3,0,,7.4,3.4,,,,0,1
warm,a,17,3,200,10,48.5,0,,7.2,2.8,,,,0,1
warm,a,17,3,200,11,28.1,0,,11.2,4.6,,,,0,1
warm,a,17,3,200,12,31.1,0,,37.3,3.2,,,,0,1
warm,a,17,3,200,13,40.2,0,,11.1,4.5,,,,0,1
warm,a,17,3,200,14,21.6,0,,5.4,2.9,,,,0,1
warm,a,17,3,200,15,1.1,0,,5.1,1.9,,,,0,1
warm,a,17,5,214,1,60,0,,9.8,3.2,,,,0,1
warm,a,17,5,214,2,36.7,0,,4.5,0.3,,,,0,1
warm,a,17,5,214,3,,0,,,,,,,0,1
warm,a,17,5,214,4,30.5,0,,2.5,1.6,,,,0,1
warm,a,17,5,214,5,64.1,0,,11.1,7.7,,,,0,1
warm,a,17,5,214,6,58.5,0,,7.1,5.6,,,,0,1
warm,a,17,5,214,7,37,0,,,,,,,0,1
warm,a,17,5,214,8,52.4,0,,7.6,3,,,,0,1
warm,a,17,5,214,9,45,1,0.4,7.5,5.1,,,,0,1
warm,a,17,5,214,10,52.4,0,,9.8,5.4,,,,0,1
warm,a,17,5,214,11,27.3,2,1.1,11.7,4.5,,,,0,1
warm,a,17,5,214,12,35.6,1,0.2,5.5,4.9,,,,0,1
warm,a,17,5,214,13,43.1,2,0.3,6.1,4.4,,,,0,1
warm,a,17,5,214,14,24,1,0.3,4.7,1.7,,,,0,1
warm,a,17,5,214,15,1,0,,3.5,2,,,,0,1
warm,a,17,7,229,1,63.6,1,1.1,11.2,4.2,,,,0,1
warm,a,17,7,229,2,,0,,,,,,,0,1
warm,a,17,7,229,3,,0,,,,,,,0,1
warm,a,17,7,229,4,,0,,,,,,,0,1
warm,a,17,7,229,5,73,0,,7.6,3,,,,0,1
warm,a,17,7,229,6,62,0,,6.6,3.2,,,,0,1
warm,a,17,7,229,7,,0,,,,,,,0,1
warm,a,17,7,229,8,70.2,0,,8,3.4,,,,0,1
warm,a,17,7,229,9,55,5,0.7,10.7,4.3,,,,0,1
warm,a,17,7,229,10,46,0,,,,,,,0,1
warm,a,17,7,229,11,55.2,4,8.3,10.2,3.2,,,,0,1
warm,a,17,7,229,12,46.2,1,2.3,6.7,4,,,,0,1
warm,a,17,7,229,13,54.8,8,3.4,6.8,4.2,,,,0,1
warm,a,17,7,229,14,31.9,1,3.3,6.4,2.8,,,,0,1
warm,a,17,7,229,15,,0,,,,,,,0,1
warm,a,17,9,242,1,,0,,,,,,,0,1
warm,a,17,9,242,2,,0,,,,,,,0,1
warm,a,17,9,242,3,,0,,,,,,,0,1
warm,a,17,9,242,4,,0,,,,,,,0,1
warm,a,17,9,242,5,,0,,,,0,,0.423,0,1
warm,a,17,9,242,6,,0,,,,,,,0,1
warm,a,17,9,242,7,,0,,,,,,,0,1
warm,a,17,9,242,8,,0,,,,,,,0,1
warm,a,17,9,242,9,,0,,,,,,,0,1
warm,a,17,9,242,10,,0,,,,,,,0,1
warm,a,17,9,242,11,55.1,1,10.2,9.5,5.3,,11,0.042,0,1
warm,a,17,9,242,12,,0,,,,,,,0,1
warm,a,17,9,242,13,49.4,1,4.2,4.5,3.2,0.045,,0.132,0,1
warm,a,17,9,242,14,65.7,8,11.1,6.6,5.2,,6,0.001,0,1
warm,a,17,9,242,15,,0,,,,,,,0,1
warm,a,17,9,242,10x,69.9,7,12.8,14.3,3,,0,0.151,1,0
warm,a,17,9,242,12x,37.6,4,4.3,7,2.7,,3,0.012,1,0
warm,a,17,9,242,15x,46.6,3,13.7,9,7.1,0.084,,0.054,1,0
warm,a,17,9,242,1x,88.3,28,9.2,9.8,2.9,,0,0.042,1,0
warm,a,17,9,242,2x,129.2,9,11.2,10.2,7.4,,0,0.101,1,0
warm,a,17,9,242,3x,72.4,7,10.2,10.5,5.8,,10,0.063,1,0
warm,a,17,9,242,4x,118.8,13,13.5,8.3,3.5,0,0,0.358,1,0
warm,a,17,9,242,5x,101.5,1,1.4,12.9,6.2,,0,0.001,1,0
warm,a,17,9,242,6x,108.5,18,13.2,7.1,5,0.083,,0.412,1,0
warm,a,17,9,242,7x,123,17,10.6,5.2,3.1,0.201,,0.255,1,0
warm,a,17,9,242,8x,130.8,38,16.5,8,4.2,0.196,,1.001,1,0
warm,a,17,9,242,9x,47.7,4,4.5,8.3,4.1,,0,0.061,1,0
warm,b,18,2,187,1,26.3,0,,8.5,6,,,,0,1
warm,b,18,2,187,2,24.5,0,,11.6,8.7,,,,0,1
warm,b,18,2,187,3,30.2,0,,12.7,10.9,,,,0,1
warm,b,18,2,187,4,23.4,0,,9,5.3,,,,0,1
warm,b,18,2,187,5,29,0,,14.6,7.6,,,,0,1
warm,b,18,2,187,6,35.5,0,,11.5,6.7,,,,0,1
warm,b,18,2,187,11,22.9,0,,4.9,3,,,,0,1
warm,b,18,2,187,12,14,0,,9.3,3.9,,,,0,1
warm,b,18,2,187,13,55,0,,18.5,11.2,,,,0,1
warm,b,18,2,187,14,18,0,,3.5,1.6,,,,0,1
warm,b,18,2,187,15,34.5,0,,6.1,4.5,,,,0,1
warm,b,18,2,187,7,27.3,0,,7.5,3.5,,,,0,1
warm,b,18,2,187,8,24.1,0,,11.8,8,,,,0,1
warm,b,18,2,187,9,15.2,0,,6.3,2.2,,,,0,1
warm,b,18,2,187,10,8.1,0,,2.6,2,,,,0,1
warm,b,18,3,199,1,37.4,0,,10.4,6.7,,,,0,1
warm,b,18,3,199,2,34.9,0,,16.2,8.4,,,,0,1
warm,b,18,3,199,3,37.8,0,,14.6,9.3,,,,0,1
warm,b,18,3,199,4,29.8,0,,10.9,6.8,,,,0,1
warm,b,18,3,199,5,26.8,0,,14,10.3,,,,0,1
warm,b,18,3,199,6,47,0,,11.4,7.4,,,,0,1
warm,b,18,3,199,11,27.6,0,,6.5,3.1,,,,0,1
warm,b,18,3,199,12,20,0,,6.3,3.2,,,,0,1
warm,b,18,3,199,13,42,0,,7.3,4.4,,,,0,1
warm,b,18,3,199,14,71.4,0,,15.2,8.4,,,,0,1
warm,b,18,3,199,15,22.5,0,,3.8,1.6,,,,0,1
warm,b,18,3,199,7,31,0,,8.4,3.8,,,,0,1
warm,b,18,3,199,8,33.6,0,,17.1,10.6,,,,0,1
warm,b,18,3,199,9,20.8,0,,8.2,3.5,,,,0,1
warm,b,18,3,199,10,8.5,0,,2.2,0.7,,,,0,1
warm,b,18,5,217,1,57.1,0,,10.4,6.1,,,,0,1
warm,b,18,5,217,2,58.2,2,,14.4,9.6,,,,0,1
warm,b,18,5,217,3,65.1,0,,13.1,9.5,,,,0,1
warm,b,18,5,217,4,16.5,0,,9.9,6.3,,,,0,1
warm,b,18,5,217,5,29.6,3,4.5,12.4,6.3,,,,0,1
warm,b,18,5,217,6,75.2,0,,11.4,6,,,,0,1
warm,b,18,5,217,7,44.5,0,,5.2,2.5,,,,0,1
warm,b,18,5,217,8,58.1,0,,14.5,10.3,,,,0,1
warm,b,18,5,217,9,40.2,1,7.1,7.7,4.1,,,,0,1
warm,b,18,5,217,10,14.1,0,,3.1,1.3,,,,0,1
warm,b,18,5,217,11,37.2,0,,6.1,3.6,,,,0,1
warm,b,18,5,217,12,25.6,0,,7.3,3.3,,,,0,1
warm,b,18,5,217,13,51.6,0,,6.6,4.6,,,,0,1
